"S45"	"S46"	"S47"	"S48"	"S49"	"S50"	"S51"	"S52"	"S53"	"S55"	"S56"	"S57"	"S58"	"S59"	"S60"	"S61"	"S62"	"S63"	"S64"	"S65"	"S66"	"S67"	"S68"	"S69"	"S70"	"S71"	"S72"	"S73"	"S75"	"S76"	"S77"	"S78"	"S79"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"	"S15"	"S16"	"S17"	"S18"	"S19"	"S20"	"S21"	"S22"	"S23"	"S24"	"S25"	"S26"	"S27"	"S28"	"S29"	"S30"	"S31"	"S32"	"S33"	"S34"	"S35"	"S36"	"S37"	"S38"	"S39"	"S40"	"S41"	"S42"	"S43"	"S44"	"S80"	"S81"	"S83"	"S84"	"S85"	"S86"	"S87"	"S88"	"S89"	"S90"	"S91"	"S92"	"S93"	"S95"	"S96"	"S97"	"S98"	"S100"	"S94"	"S99"
"KCNK1"	-0.304979381443299	-0.541979381443299	-0.287979381443299	0.236020618556701	-0.00397938144329896	-0.075979381443299	0.036020618556701	-0.218979381443299	0.245020618556701	-0.714979381443299	0.252020618556701	-0.107979381443299	0.542020618556701	0.198020618556701	0.223020618556701	0.718020618556701	0.046020618556701	-0.125979381443299	0.202020618556701	0.119020618556701	0.338020618556701	-0.170979381443299	0.012020618556701	0.257020618556701	-0.327979381443299	-0.050979381443299	-0.163979381443299	-0.287979381443299	0.039020618556701	0.254020618556701	0.360020618556701	-0.059979381443299	0.146020618556701	0.150020618556701	-0.216979381443299	0.113020618556701	0.176020618556701	-0.778979381443299	0.179020618556701	0.104020618556701	0.232020618556701	0.296020618556701	-0.134979381443299	0.198020618556701	0.040020618556701	0.069020618556701	0.580020618556701	0.217020618556701	0.158020618556701	-0.017979381443299	0.416020618556701	-0.274979381443299	-0.014979381443299	-0.090979381443299	-0.096979381443299	-0.092979381443299	0.113020618556701	-0.835979381443299	0.173020618556701	0.041020618556701	0.145020618556701	0.171020618556701	0.303020618556701	0.140020618556701	-0.665979381443299	-0.069979381443299	-0.898979381443299	0.106020618556701	0.082020618556701	0.140020618556701	-0.902979381443299	0.088020618556701	0.348020618556701	-0.681979381443299	-0.702979381443299	0.226020618556701	0.147020618556701	-0.085979381443299	0.042020618556701	-0.236979381443299	0.267020618556701	0.187020618556701	0.460020618556701	-0.276979381443299	-0.067979381443299	0.116020618556701	0.498020618556701	0.155020618556701	0.314020618556701	0.222020618556701	-0.420979381443299	-0.334979381443299	0.073020618556701	-0.205979381443299	-0.00697938144329896	-0.090979381443299	-0.057979381443299
"KIAA0020"	-0.292278350515464	0.00272164948453608	-0.280278350515464	0.138721649484536	-0.126278350515464	0.115721649484536	0.0907216494845361	-0.271278350515464	-0.00527835051546392	-0.289278350515464	0.0947216494845361	-0.261278350515464	0.0937216494845361	-0.0672783505154639	-0.249278350515464	0.0507216494845361	0.0377216494845361	0.0757216494845361	0.106721649484536	0.0317216494845361	-0.139278350515464	0.113721649484536	-0.234278350515464	-0.0242783505154639	-0.00527835051546392	0.115721649484536	0.156721649484536	-0.0842783505154639	0.147721649484536	-0.140278350515464	-0.0452783505154639	0.165721649484536	-0.333278350515464	0.0677216494845361	0.0657216494845361	-0.140278350515464	-0.0622783505154639	0.00772164948453608	-0.0512783505154639	-0.0912783505154639	0.114721649484536	-0.188278350515464	-0.0362783505154639	-0.165278350515464	-0.175278350515464	-0.385278350515464	-0.103278350515464	-0.0192783505154639	-0.0972783505154639	-0.133278350515464	-0.0622783505154639	-0.115278350515464	0.0967216494845361	-0.0532783505154639	-0.105278350515464	0.00672164948453608	0.0857216494845361	-0.0202783505154639	0.0217216494845361	-0.0132783505154639	0.146721649484536	-0.0312783505154639	-0.0612783505154639	0.0997216494845361	-0.0362783505154639	-0.0502783505154639	0.208721649484536	-0.210278350515464	-0.106278350515464	-0.481278350515464	0.0937216494845361	-0.163278350515464	-0.205278350515464	-0.121278350515464	0.0377216494845361	0.0687216494845361	0.399721649484536	0.450721649484536	0.267721649484536	0.242721649484536	0.173721649484536	0.0347216494845361	-0.0642783505154639	-0.0772783505154639	0.316721649484536	0.398721649484536	0.710721649484536	0.291721649484536	-0.0482783505154639	0.0677216494845361	-0.0392783505154639	0.499721649484536	-0.0462783505154639	0.165721649484536	0.0857216494845361	-0.113278350515464	-0.0442783505154639
"KIAA0040"	0.146154639175258	-0.0188453608247423	-0.0298453608247423	-0.201845360824742	0.188154639175258	-0.348845360824742	0.0231546391752577	0.0511546391752577	-0.145845360824742	0.635154639175258	0.129154639175258	-0.255845360824742	0.0491546391752577	0.0941546391752577	0.135154639175258	0.664154639175258	-0.241845360824742	-0.00584536082474227	-0.0628453608247423	-0.306845360824742	0.0361546391752577	-0.339845360824742	-0.164845360824742	0.421154639175258	0.161154639175258	0.168154639175258	-0.196845360824742	-0.234845360824742	-0.209845360824742	-0.195845360824742	0.164154639175258	0.393154639175258	0.162154639175258	0.108154639175258	0.0721546391752577	0.295154639175258	-0.0558453608247423	0.151154639175258	0.149154639175258	0.121154639175258	0.218154639175258	-0.0238453608247423	0.432154639175258	0.0161546391752577	-0.381845360824742	-0.104845360824742	0.143154639175258	0.0991546391752577	-0.131845360824742	-0.00984536082474227	0.552154639175258	0.00315463917525773	-0.171845360824742	-0.0108453608247423	0.142154639175258	0.113154639175258	-0.247845360824742	0.344154639175258	0.119154639175258	0.0331546391752577	-0.191845360824742	-0.0128453608247423	0.227154639175258	0.292154639175258	0.187154639175258	-0.0178453608247423	-0.00684536082474227	-0.0838453608247423	0.00415463917525773	0.740154639175258	0.0801546391752577	-0.0388453608247423	-0.130845360824742	0.106154639175258	-0.0378453608247423	-0.0408453608247423	-0.324845360824742	-0.352845360824742	-0.0218453608247423	-0.362845360824742	-0.0428453608247423	-0.383845360824742	-0.0248453608247423	-0.149845360824742	-0.234845360824742	-0.420845360824742	-0.108845360824742	-0.204845360824742	-0.0628453608247423	-0.250845360824742	-0.179845360824742	-0.358845360824742	-0.101845360824742	-0.218845360824742	-0.289845360824742	0.269154639175258	0.116154639175258
"KIAA0101"	0.102618556701031	-0.123381443298969	-0.0653814432989691	0.452618556701031	0.0796185567010309	0.286618556701031	-0.0503814432989691	0.0836185567010309	0.150618556701031	0.140618556701031	0.217618556701031	0.240618556701031	0.208618556701031	0.0326185567010309	-0.0583814432989691	-0.189381443298969	0.134618556701031	-0.0623814432989691	0.0286185567010309	0.302618556701031	0.172618556701031	0.276618556701031	0.132618556701031	0.0536185567010309	-0.0103814432989691	0.164618556701031	0.626618556701031	-0.336381443298969	-0.0153814432989691	-0.0293814432989691	0.271618556701031	0.0186185567010309	-0.149381443298969	-0.192381443298969	0.0156185567010309	-0.207381443298969	0.112618556701031	-0.253381443298969	-0.106381443298969	-0.0533814432989691	0.148618556701031	0.209618556701031	-0.0443814432989691	0.283618556701031	0.316618556701031	0.395618556701031	-0.416381443298969	0.211618556701031	0.135618556701031	-0.496381443298969	-0.384381443298969	-0.534381443298969	0.385618556701031	-0.357381443298969	-0.175381443298969	-0.524381443298969	0.0236185567010309	-0.104381443298969	-0.195381443298969	-0.310381443298969	-0.219381443298969	-0.0733814432989691	0.0156185567010309	-0.366381443298969	0.179618556701031	-0.0573814432989691	0.308618556701031	0.258618556701031	-0.251381443298969	0.497618556701031	-0.0963814432989691	-0.268381443298969	0.195618556701031	-0.215381443298969	-0.662381443298969	0.0656185567010309	-0.189381443298969	-0.0863814432989691	0.136618556701031	-0.00938144329896907	-0.0423814432989691	0.0756185567010309	0.104618556701031	0.0676185567010309	-0.0293814432989691	-0.187381443298969	0.207618556701031	0.209618556701031	-0.137381443298969	-0.0563814432989691	-0.0593814432989691	-0.144381443298969	-0.0343814432989691	0.104618556701031	0.0176185567010309	-0.140381443298969	-0.0893814432989691
"KIAA0114"	-0.208917525773196	-0.0739175257731959	-0.220917525773196	-0.378917525773196	0.304082474226804	0.633082474226804	0.120082474226804	-0.0259175257731959	-0.313917525773196	-0.0679175257731959	0.0620824742268041	0.112082474226804	-0.255917525773196	-0.0749175257731959	0.0780824742268041	0.0610824742268041	0.411082474226804	0.280082474226804	-0.239917525773196	0.400082474226804	0.112082474226804	-0.170917525773196	-0.534917525773196	0.0700824742268041	0.247082474226804	0.255082474226804	-0.252917525773196	-0.269917525773196	-0.0399175257731959	0.0150824742268041	-0.0839175257731959	-0.159917525773196	-0.125917525773196	0.233082474226804	0.318082474226804	0.123082474226804	-0.257917525773196	-0.146917525773196	0.233082474226804	0.315082474226804	-0.0259175257731959	0.226082474226804	-0.0529175257731959	0.512082474226804	0.0880824742268041	0.127082474226804	0.0910824742268041	-0.159917525773196	0.429082474226804	0.0960824742268041	0.116082474226804	0.199082474226804	0.122082474226804	0.218082474226804	-0.274917525773196	0.371082474226804	-0.0679175257731959	0.0870824742268041	0.188082474226804	0.113082474226804	0.121082474226804	-0.498917525773196	-0.150917525773196	-0.535917525773196	0.0580824742268041	0.0840824742268041	0.652082474226804	-0.289917525773196	-0.117917525773196	-0.442917525773196	-0.371917525773196	0.0200824742268041	0.00808247422680412	0.356082474226804	-0.00891752577319586	-0.191917525773196	-0.376917525773196	-0.257917525773196	-0.131917525773196	-0.147917525773196	-0.0309175257731959	-0.00291752577319587	-0.0309175257731959	0.0220824742268041	-0.0759175257731959	-0.414917525773196	0.648082474226804	-0.0399175257731959	0.0840824742268041	0.119082474226804	-0.0359175257731959	0.0450824742268041	-0.116917525773196	-0.114917525773196	0.149082474226804	-0.608917525773196	-0.252917525773196
"KIAA0153"	0.575896907216495	0.0618969072164948	-0.0421030927835052	-0.141103092783505	0.206896907216495	0.209896907216495	-0.0251030927835052	-0.0731030927835052	-0.151103092783505	0.196896907216495	-0.187103092783505	-0.247103092783505	0.135896907216495	-0.154103092783505	-0.0811030927835051	0.386896907216495	0.557896907216495	0.0278969072164948	0.0498969072164948	-0.109103092783505	0.236896907216495	0.0218969072164948	-0.402103092783505	-0.0601030927835052	0.110896907216495	-0.107103092783505	-0.126103092783505	-0.281103092783505	0.0778969072164948	-0.307103092783505	-0.150103092783505	-0.263103092783505	-0.0271030927835052	-0.109103092783505	0.471896907216495	0.200896907216495	-0.193103092783505	-0.263103092783505	0.386896907216495	0.0878969072164948	0.0278969072164948	-0.0111030927835052	0.0458969072164948	0.0598969072164948	0.108896907216495	0.0528969072164948	0.0998969072164948	-0.136103092783505	0.228896907216495	0.601896907216495	0.183896907216495	-0.247103092783505	-0.0861030927835051	0.284896907216495	0.0948969072164949	-0.0911030927835051	0.139896907216495	0.151896907216495	0.219896907216495	0.0548969072164948	-0.194103092783505	-0.0901030927835051	-0.388103092783505	0.494896907216495	-0.206103092783505	-0.0581030927835052	0.0998969072164948	-0.128103092783505	-0.142103092783505	-0.0381030927835052	-0.192103092783505	0.137896907216495	-0.166103092783505	-0.196103092783505	-0.0721030927835052	-0.00510309278350516	0.0868969072164948	-0.00410309278350516	-0.0491030927835052	-0.0271030927835052	0.0558969072164948	-0.0511030927835052	-0.276103092783505	-0.104103092783505	-0.174103092783505	0.0718969072164948	0.193896907216495	0.196896907216495	-0.0161030927835052	0.140896907216495	-0.233103092783505	-0.201103092783505	-0.0881030927835051	-0.211103092783505	-0.273103092783505	-0.0251030927835052	-0.159103092783505
"KIAA0179"	-0.157865979381443	-0.203865979381443	0.130134020618557	-0.129865979381443	-0.125865979381443	0.143134020618557	-0.0608659793814433	0.0101340206185567	-0.0368659793814433	-0.0528659793814433	0.000134020618556701	0.00513402061855671	0.102134020618557	-0.0368659793814433	-0.134865979381443	-0.0578659793814433	0.0111340206185567	-0.107865979381443	0.108134020618557	0.0581340206185567	0.0501340206185567	0.0441340206185567	0.0421340206185567	0.0191340206185567	0.0081340206185567	0.243134020618557	0.0081340206185567	-0.121865979381443	-0.208865979381443	-0.0908659793814433	0.0561340206185567	0.0171340206185567	0.0511340206185567	-0.0948659793814433	-0.298865979381443	0.113134020618557	0.0011340206185567	-0.0078659793814433	-0.231865979381443	-0.118865979381443	0.0881340206185567	-0.145865979381443	-0.0308659793814433	-0.115865979381443	0.124134020618557	-0.0038659793814433	-0.0178659793814433	-0.0518659793814433	-0.0548659793814433	-0.0478659793814433	-0.0528659793814433	-0.0108659793814433	0.395134020618557	-0.0418659793814433	-0.101865979381443	0.0391340206185567	-0.106865979381443	-0.0928659793814433	-0.0458659793814433	-0.139865979381443	-0.110865979381443	-0.158865979381443	-0.173865979381443	-0.0668659793814433	-0.0718659793814433	-0.173865979381443	0.105134020618557	-0.0998659793814433	-0.130865979381443	-0.302865979381443	-0.190865979381443	0.0961340206185567	-0.165865979381443	-0.0248659793814433	-0.0558659793814433	-0.0588659793814433	0.282134020618557	0.0631340206185567	0.265134020618557	0.208134020618557	-0.0048659793814433	0.0211340206185567	0.165134020618557	0.144134020618557	0.208134020618557	0.360134020618557	0.198134020618557	0.330134020618557	0.188134020618557	0.223134020618557	-0.0668659793814433	0.285134020618557	0.0521340206185567	0.159134020618557	0.120134020618557	-0.103865979381443	-0.0398659793814433
"KIF11"	0.0475463917525773	0.0495463917525773	-0.00245360824742268	0.283546391752577	-0.130453608247423	0.124546391752577	-0.105453608247423	-0.0844536082474227	-0.0764536082474227	-0.0414536082474227	-0.170453608247423	0.383546391752577	-0.119453608247423	0.0275463917525773	-0.113453608247423	-0.169453608247423	-0.0534536082474227	-0.00945360824742268	0.239546391752577	0.0285463917525773	0.214546391752577	0.0785463917525773	-0.0944536082474227	-0.0404536082474227	-0.0784536082474227	0.197546391752577	-0.195453608247423	-0.213453608247423	0.0125463917525773	-0.0444536082474227	0.0125463917525773	-0.181453608247423	-0.123453608247423	-0.280453608247423	-0.107453608247423	-0.153453608247423	-0.0504536082474227	-0.198453608247423	-0.203453608247423	-0.315453608247423	0.137546391752577	-0.0814536082474227	0.0675463917525773	-0.0424536082474227	0.107546391752577	0.0345463917525773	-0.0794536082474227	0.100546391752577	-0.0634536082474227	-0.147453608247423	-0.229453608247423	-0.00545360824742268	0.0905463917525773	-0.0524536082474227	-0.0714536082474227	-0.161453608247423	0.221546391752577	-0.0194536082474227	-0.201453608247423	-0.116453608247423	-0.0294536082474227	0.218546391752577	-0.0254536082474227	-0.132453608247423	0.0565463917525773	-0.0394536082474227	0.239546391752577	0.0785463917525773	0.0675463917525773	0.213546391752577	0.0655463917525773	-0.321453608247423	-0.0784536082474227	-0.204453608247423	-0.0184536082474227	-0.0204536082474227	0.0415463917525773	0.0665463917525773	0.180546391752577	0.264546391752577	0.178546391752577	0.585546391752577	-0.0574536082474227	0.175546391752577	0.0145463917525773	-0.0754536082474227	0.435546391752577	0.422546391752577	-0.119453608247423	0.0815463917525773	-0.153453608247423	0.390546391752577	-0.0214536082474227	0.0215463917525773	0.0585463917525773	-0.134453608247423	-0.256453608247423
"KIF14"	-0.198505154639175	-0.177505154639175	-0.152505154639175	0.429494845360825	0.339494845360825	0.359494845360825	0.0474948453608248	-0.272505154639175	0.320494845360825	-0.724505154639175	0.382494845360825	0.750494845360825	0.235494845360825	0.0654948453608248	-0.108505154639175	-0.0975051546391752	0.0114948453608247	0.175494845360825	0.301494845360825	0.141494845360825	0.330494845360825	0.0914948453608248	0.124494845360825	0.253494845360825	-0.292505154639175	0.350494845360825	0.203494845360825	-0.454505154639175	0.161494845360825	-0.0635051546391753	0.105494845360825	0.0144948453608248	-0.217505154639175	-0.437505154639175	-0.134505154639175	-0.523505154639175	0.0374948453608248	-0.0385051546391753	-0.276505154639175	-0.258505154639175	0.138494845360825	-0.408505154639175	-0.189505154639175	0.0144948453608248	0.422494845360825	-0.303505154639175	0.0854948453608247	-0.290505154639175	0.0174948453608247	-0.740505154639175	-0.770505154639175	-0.368505154639175	0.283494845360825	-0.837505154639175	-0.0385051546391753	-0.812505154639175	0.404494845360825	-0.291505154639175	-0.259505154639175	-0.322505154639175	-0.325505154639175	-0.151505154639175	-0.384505154639175	-0.257505154639175	-0.109505154639175	-0.190505154639175	0.0734948453608247	0.0464948453608248	-0.0445051546391752	0.592494845360825	0.329494845360825	-0.418505154639175	0.115494845360825	-0.385505154639175	-0.812505154639175	-0.0675051546391752	0.172494845360825	0.295494845360825	0.348494845360825	0.363494845360825	0.522494845360825	0.312494845360825	0.274494845360825	0.372494845360825	0.111494845360825	-0.106505154639175	0.672494845360825	0.323494845360825	0.344494845360825	0.100494845360825	-0.188505154639175	0.466494845360825	0.145494845360825	0.424494845360825	0.692494845360825	-0.121505154639175	-0.0745051546391752
"KIF23"	-0.226113402061856	-0.124113402061856	0.0368865979381443	0.367886597938144	0.170886597938144	0.305886597938144	-0.141113402061856	-0.0761134020618557	0.124886597938144	-0.0211134020618557	0.0488865979381443	0.313886597938144	0.177886597938144	0.188886597938144	-0.0891134020618557	-0.258113402061856	0.0488865979381443	-0.0121134020618557	0.164886597938144	0.252886597938144	0.540886597938144	0.277886597938144	0.121886597938144	0.0908865979381443	-0.221113402061856	0.170886597938144	0.0618865979381443	-0.467113402061856	0.0908865979381443	-0.0221134020618557	-0.0291134020618557	0.0618865979381443	0.0708865979381443	-0.398113402061856	0.115886597938144	-0.104113402061856	-0.202113402061856	-0.102113402061856	-0.234113402061856	-0.212113402061856	0.0298865979381443	-0.188113402061856	-0.0911134020618557	0.409886597938144	0.257886597938144	0.0248865979381443	-0.427113402061856	0.272886597938144	0.110886597938144	-0.310113402061856	-0.388113402061856	-0.253113402061856	0.375886597938144	-0.331113402061856	-0.265113402061856	-0.161113402061856	0.168886597938144	-0.238113402061856	-0.0151134020618557	-0.245113402061856	-0.350113402061856	-0.0611134020618557	-0.370113402061856	-0.408113402061856	0.0558865979381443	-0.0431134020618557	0.237886597938144	0.143886597938144	-0.390113402061856	-0.216113402061856	-0.0351134020618557	0.160886597938144	0.218886597938144	-0.0481134020618557	-0.844113402061856	0.209886597938144	0.0998865979381443	-0.0321134020618557	0.242886597938144	0.201886597938144	0.135886597938144	0.192886597938144	0.0108865979381443	0.0448865979381443	0.0318865979381443	0.00588659793814433	0.254886597938144	0.406886597938144	0.0158865979381443	0.0148865979381443	-0.236113402061856	0.334886597938144	0.335886597938144	0.0468865979381443	0.314886597938144	-0.111113402061856	-0.178113402061856
"KIF2C"	-0.0526494845360825	-0.189649484536082	0.0863505154639175	0.366350515463918	0.0973505154639175	0.272350515463918	-0.0546494845360825	-0.152649484536082	0.286350515463918	-0.0666494845360825	-0.0336494845360825	0.451350515463918	-0.100649484536082	-0.0806494845360825	-0.0696494845360825	-0.356649484536082	0.0303505154639175	-0.0406494845360825	0.220350515463918	0.332350515463918	0.362350515463917	0.168350515463918	0.166350515463918	-0.100649484536082	-0.106649484536082	0.819350515463918	0.0393505154639175	-0.548649484536083	0.152350515463918	0.00735051546391753	0.0123505154639175	-0.104649484536082	0.00035051546391753	-0.337649484536082	0.00335051546391753	0.144350515463918	0.0983505154639175	-0.307649484536082	-0.322649484536082	-0.578649484536082	0.613350515463918	-0.000649484536082471	-0.241649484536082	-0.0766494845360825	0.120350515463918	0.315350515463918	-0.531649484536083	0.292350515463918	0.0183505154639175	-0.299649484536082	-0.545649484536083	-0.509649484536082	0.589350515463917	-0.364649484536082	-0.375649484536082	-0.755649484536082	0.147350515463918	-0.221649484536082	-0.216649484536082	-0.253649484536082	-0.516649484536083	-0.0776494845360825	-0.497649484536082	-0.521649484536083	-0.179649484536082	-0.107649484536082	0.0513505154639175	0.0413505154639175	-0.211649484536082	-0.0276494845360825	-0.0226494845360825	-0.199649484536082	0.0713505154639175	-0.253649484536082	-0.746649484536082	0.146350515463918	0.317350515463918	0.402350515463918	0.486350515463917	0.161350515463918	0.358350515463917	0.782350515463918	0.0373505154639175	0.418350515463918	0.376350515463918	0.00335051546391753	0.197350515463918	0.485350515463917	0.0633505154639175	0.135350515463918	-0.104649484536082	0.311350515463918	0.134350515463918	0.130350515463918	0.366350515463918	-0.105649484536082	-0.119649484536082
"KIFC1"	0.0127216494845361	-0.215278350515464	0.123721649484536	0.295721649484536	-0.0372783505154639	0.510721649484536	-0.191278350515464	0.0117216494845361	0.108721649484536	0.0597216494845361	-0.105278350515464	0.601721649484536	0.152721649484536	0.0777216494845361	-0.117278350515464	-0.215278350515464	0.192721649484536	-0.00627835051546392	0.167721649484536	0.231721649484536	0.0527216494845361	0.544721649484536	0.216721649484536	-0.00527835051546392	-0.118278350515464	0.506721649484536	0.100721649484536	-0.492278350515464	0.0967216494845361	-0.270278350515464	0.0207216494845361	-0.172278350515464	-0.0662783505154639	-0.244278350515464	-0.134278350515464	0.216721649484536	-0.0182783505154639	-0.237278350515464	-0.157278350515464	-0.425278350515464	0.308721649484536	-0.0372783505154639	-0.152278350515464	-0.0192783505154639	0.532721649484536	0.306721649484536	-0.472278350515464	0.250721649484536	0.120721649484536	-0.227278350515464	-0.372278350515464	-0.473278350515464	0.292721649484536	-0.271278350515464	-0.343278350515464	-0.374278350515464	0.240721649484536	-0.226278350515464	-0.396278350515464	-0.271278350515464	-0.324278350515464	-0.115278350515464	-0.450278350515464	-0.332278350515464	-0.122278350515464	0.00572164948453608	0.154721649484536	0.0507216494845361	-0.176278350515464	-0.0632783505154639	-0.0202783505154639	-0.239278350515464	0.240721649484536	-0.00727835051546391	-0.525278350515464	0.0587216494845361	0.148721649484536	0.342721649484536	0.219721649484536	0.126721649484536	0.00872164948453608	0.0477216494845361	0.0367216494845361	0.357721649484536	0.214721649484536	-0.0782783505154639	0.404721649484536	0.482721649484536	0.00972164948453608	0.130721649484536	-0.216278350515464	0.183721649484536	-0.0732783505154639	0.106721649484536	0.195721649484536	-0.140278350515464	-0.134278350515464
"KIT"	-0.324030927835052	-0.0790309278350515	-0.287030927835052	0.00596907216494846	-0.225030927835052	0.854969072164949	-0.0320309278350515	-0.283030927835052	-0.173030927835052	-0.392030927835052	0.463969072164948	0.315969072164948	0.138969072164948	-0.204030927835052	-0.317030927835052	-0.325030927835052	-0.0310309278350515	0.160969072164948	-0.324030927835052	0.215969072164948	0.345969072164948	0.325969072164948	0.360969072164948	0.0439690721649485	-0.110030927835052	-0.209030927835052	0.221969072164948	0.320969072164948	0.0719690721649485	-0.226030927835052	-0.167030927835052	-0.298030927835052	-0.446030927835052	0.231969072164948	0.164969072164948	-0.0890309278350515	-0.137030927835052	-0.0110309278350515	0.0649690721649485	0.307969072164948	0.187969072164948	-0.369030927835052	-0.0490309278350515	-0.129030927835052	0.000969072164948459	-0.243030927835052	-0.208030927835052	-0.320030927835052	0.00496907216494846	0.0879690721649485	-0.270030927835052	0.0509690721649485	-0.157030927835052	0.221969072164948	0.348969072164948	-0.0130309278350515	0.0419690721649485	-0.228030927835052	0.189969072164948	0.227969072164948	0.800969072164949	0.00296907216494846	0.314969072164948	-0.252030927835052	-0.337030927835052	-0.0490309278350515	-0.0190309278350515	-0.395030927835052	-0.0940309278350515	-0.372030927835052	-0.286030927835052	-0.112030927835052	-0.198030927835052	-0.0560309278350515	-0.0820309278350515	-0.366030927835052	0.188969072164948	0.239969072164948	-0.296030927835052	0.321969072164948	-0.368030927835052	0.0629690721649485	-0.142030927835052	0.660969072164948	0.147969072164948	0.858969072164949	-0.364030927835052	-0.472030927835052	0.259969072164948	-0.331030927835052	0.545969072164948	-0.176030927835052	0.481969072164948	0.365969072164948	0.0919690721649485	-0.240030927835052	0.354969072164948
"KLF5"	-0.0806185567010309	-0.0476185567010309	0.0193814432989691	0.203381443298969	-0.0356185567010309	0.316381443298969	-0.228618556701031	-0.0496185567010309	0.103381443298969	-0.200618556701031	-0.133618556701031	0.0663814432989691	-0.0456185567010309	-0.289618556701031	-0.00661855670103093	-0.384618556701031	0.194381443298969	-0.268618556701031	-0.176618556701031	0.233381443298969	-0.136618556701031	0.417381443298969	-0.0836185567010309	0.0393814432989691	-0.0716185567010309	0.0703814432989691	0.0133814432989691	0.701381443298969	0.419381443298969	-0.151618556701031	-0.0246185567010309	-0.218618556701031	0.00838144329896907	0.0223814432989691	-0.107618556701031	-0.0696185567010309	-0.236618556701031	-0.0826185567010309	-0.0806185567010309	-0.186618556701031	0.214381443298969	-0.0456185567010309	-0.129618556701031	-0.153618556701031	0.899381443298969	-0.190618556701031	0.0463814432989691	0.0213814432989691	-0.173618556701031	-0.0336185567010309	0.00138144329896907	-0.140618556701031	0.0963814432989691	-0.0276185567010309	-0.0856185567010309	0.380381443298969	-0.133618556701031	-0.654618556701031	-0.258618556701031	-0.159618556701031	0.0573814432989691	0.0693814432989691	0.0363814432989691	-0.338618556701031	-0.270618556701031	-0.199618556701031	-0.0566185567010309	-0.145618556701031	-0.164618556701031	-0.00461855670103093	-0.00461855670103093	-0.0606185567010309	-0.116618556701031	-0.326618556701031	-0.312618556701031	0.0153814432989691	0.263381443298969	0.0633814432989691	0.0853814432989691	0.0883814432989691	0.0113814432989691	0.0323814432989691	-0.00861855670103093	0.283381443298969	0.162381443298969	0.156381443298969	0.0173814432989691	0.0983814432989691	0.545381443298969	0.186381443298969	-0.100618556701031	0.306381443298969	0.150381443298969	0.310381443298969	0.408381443298969	-0.136618556701031	-0.00361855670103093
"KLK6"	0.0254845360824742	-0.119515463917526	-0.398515463917526	0.661484536082474	-0.171515463917526	0.761484536082474	-0.477515463917526	-0.00651546391752578	-0.145515463917526	-1.21851546391753	0.135484536082474	0.818484536082474	-0.289515463917526	-0.197515463917526	0.0814845360824742	-0.561515463917526	-0.0285154639175258	-0.481515463917526	-0.511515463917526	1.38248453608247	-0.347515463917526	0.236484536082474	-0.263515463917526	-0.269515463917526	0.0984845360824742	0.701484536082474	-0.354515463917526	0.178484536082474	0.268484536082474	0.123484536082474	-0.557515463917526	-0.411515463917526	-0.466515463917526	-0.281515463917526	-0.245515463917526	0.0534845360824742	-0.220515463917526	-0.249515463917526	-0.138515463917526	-0.224515463917526	0.611484536082474	-0.447515463917526	-0.320515463917526	-0.0295154639175258	0.624484536082474	-0.113515463917526	-0.197515463917526	0.137484536082474	-0.243515463917526	-0.108515463917526	-0.250515463917526	-0.211515463917526	-0.0845154639175258	0.0244845360824742	0.183484536082474	0.0304845360824742	-0.191515463917526	-0.508515463917526	-0.289515463917526	-0.133515463917526	0.412484536082474	-0.203515463917526	-0.184515463917526	-0.352515463917526	-0.583515463917526	-0.769515463917526	-0.599515463917526	-0.295515463917526	-0.512515463917526	-0.554515463917526	-1.17151546391753	-0.637515463917526	-0.180515463917526	-0.504515463917526	-0.714515463917526	-0.188515463917526	1.06348453608247	0.603484536082474	1.13948453608247	0.0624845360824742	0.0584845360824742	0.925484536082474	0.0854845360824742	0.809484536082474	1.11948453608247	0.913484536082474	-0.228515463917526	0.959484536082474	0.304484536082474	-0.547515463917526	0.0264845360824742	0.547484536082474	1.16148453608247	1.35548453608247	0.829484536082474	-0.155515463917526	0.636484536082474
